Path;Class
?D:\Class_NN\Class_preprocessing_4400\3\13.jpgClosing-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\13.jpgCrop-40x40.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\13.jpgDilation-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\13.jpgErosion-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\13.jpgGaussianBlur-0.25.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\13.jpgGaussianBlur-0.5.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\13.jpgMedianBlur-3.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\13.jpgMultiply-1.251.251.25.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\13.jpgMultiply-1.2511.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\13.jpgMultiply-1.51.51.5.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\13.jpgOpening-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\13.jpgOpening-3.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\13.jpgRotation-0.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\13.jpgRotation-15.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\13.jpgRotation-180.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\13.jpgRotation-20.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\13.jpgRotation-25.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\13.jpgRotation-45.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\13.jpgRotation-5.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\13.jpgRotation-50.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\13.jpgRotation-90.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\14.jpgAverageingBlur-4.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\14.jpgClosing-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\14.jpgCrop-40x40.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\14.jpgDilation-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\14.jpgErosion-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\14.jpgGaussianBlur-0.25.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\14.jpgGaussianBlur-0.5.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\14.jpgMedianBlur-3.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\14.jpgMultiply-1.251.251.25.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\14.jpgMultiply-1.2511.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\14.jpgMultiply-1.51.51.5.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\14.jpgOpening-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\14.jpgOpening-3.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\14.jpgRotation-0.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\14.jpgRotation-15.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\14.jpgRotation-180.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\14.jpgRotation-20.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\14.jpgRotation-25.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\14.jpgRotation-45.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\14.jpgRotation-5.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\14.jpgRotation-50.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\14.jpgRotation-90.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\15.jpgAverageingBlur-4.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\15.jpgClosing-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\15.jpgCrop-40x40.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\15.jpgDilation-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\15.jpgErosion-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\15.jpgGaussianBlur-0.25.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\15.jpgGaussianBlur-0.5.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\15.jpgMedianBlur-3.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\15.jpgMultiply-1.251.251.25.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\15.jpgMultiply-1.2511.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\15.jpgMultiply-1.51.51.5.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\15.jpgOpening-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\15.jpgOpening-3.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\15.jpgRotation-0.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\15.jpgRotation-15.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\15.jpgRotation-180.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\15.jpgRotation-20.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\15.jpgRotation-25.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\15.jpgRotation-45.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\15.jpgRotation-5.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\15.jpgRotation-50.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\15.jpgRotation-90.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\16.jpgAverageingBlur-4.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\16.jpgClosing-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\16.jpgCrop-40x40.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\16.jpgDilation-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\16.jpgErosion-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\16.jpgGaussianBlur-0.25.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\16.jpgGaussianBlur-0.5.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\16.jpgMedianBlur-3.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\16.jpgMultiply-1.251.251.25.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\16.jpgMultiply-1.2511.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\16.jpgMultiply-1.51.51.5.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\16.jpgOpening-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\16.jpgOpening-3.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\16.jpgRotation-0.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\16.jpgRotation-15.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\16.jpgRotation-180.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\16.jpgRotation-20.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\16.jpgRotation-25.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\16.jpgRotation-45.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\16.jpgRotation-5.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\16.jpgRotation-50.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\16.jpgRotation-90.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\17.jpgAverageingBlur-4.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\17.jpgClosing-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\17.jpgCrop-40x40.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\17.jpgDilation-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\17.jpgErosion-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\17.jpgGaussianBlur-0.25.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\17.jpgGaussianBlur-0.5.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\17.jpgMedianBlur-3.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\17.jpgMultiply-1.251.251.25.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\17.jpgMultiply-1.2511.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\17.jpgMultiply-1.51.51.5.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\17.jpgOpening-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\17.jpgOpening-3.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\17.jpgRotation-0.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\17.jpgRotation-15.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\17.jpgRotation-180.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\17.jpgRotation-20.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\17.jpgRotation-25.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\17.jpgRotation-45.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\17.jpgRotation-5.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\17.jpgRotation-50.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\17.jpgRotation-90.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\18.jpgAverageingBlur-4.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\18.jpgClosing-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\18.jpgCrop-40x40.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\18.jpgDilation-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\18.jpgErosion-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\18.jpgGaussianBlur-0.25.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\18.jpgGaussianBlur-0.5.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\18.jpgMedianBlur-3.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\18.jpgMultiply-1.251.251.25.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\18.jpgMultiply-1.2511.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\18.jpgMultiply-1.51.51.5.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\18.jpgOpening-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\18.jpgOpening-3.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\18.jpgRotation-0.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\18.jpgRotation-15.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\18.jpgRotation-180.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\18.jpgRotation-20.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\18.jpgRotation-25.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\18.jpgRotation-45.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\18.jpgRotation-5.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\18.jpgRotation-50.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\18.jpgRotation-90.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\19.jpgAverageingBlur-4.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\19.jpgClosing-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\19.jpgCrop-40x40.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\19.jpgDilation-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\19.jpgErosion-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\19.jpgGaussianBlur-0.25.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\19.jpgGaussianBlur-0.5.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\19.jpgMedianBlur-3.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\19.jpgMultiply-1.251.251.25.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\19.jpgMultiply-1.2511.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\19.jpgMultiply-1.51.51.5.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\19.jpgOpening-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\19.jpgOpening-3.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\19.jpgRotation-0.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\19.jpgRotation-15.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\19.jpgRotation-180.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\19.jpgRotation-20.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\19.jpgRotation-25.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\19.jpgRotation-45.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\19.jpgRotation-5.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\19.jpgRotation-50.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\19.jpgRotation-90.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\2.jpgAverageingBlur-4.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\2.jpgClosing-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\2.jpgCrop-40x40.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\2.jpgDilation-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\2.jpgErosion-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\2.jpgGaussianBlur-0.25.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\2.jpgGaussianBlur-0.5.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\2.jpgMedianBlur-3.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\2.jpgMultiply-1.251.251.25.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\2.jpgMultiply-1.2511.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\2.jpgMultiply-1.51.51.5.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\2.jpgOpening-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\2.jpgOpening-3.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\2.jpgRotation-0.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\2.jpgRotation-15.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\2.jpgRotation-180.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\2.jpgRotation-20.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\2.jpgRotation-25.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\2.jpgRotation-45.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\2.jpgRotation-5.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\2.jpgRotation-50.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\2.jpgRotation-90.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\20.jpgAverageingBlur-4.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\20.jpgClosing-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\20.jpgCrop-40x40.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\20.jpgDilation-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\20.jpgErosion-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\20.jpgGaussianBlur-0.25.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\20.jpgGaussianBlur-0.5.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\20.jpgMedianBlur-3.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\20.jpgMultiply-1.251.251.25.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\20.jpgMultiply-1.2511.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\20.jpgMultiply-1.51.51.5.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\20.jpgOpening-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\20.jpgOpening-3.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\20.jpgRotation-0.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\20.jpgRotation-15.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\20.jpgRotation-180.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\20.jpgRotation-20.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\20.jpgRotation-25.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\20.jpgRotation-45.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\20.jpgRotation-5.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\20.jpgRotation-50.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\20.jpgRotation-90.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\21.jpgAverageingBlur-4.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\21.jpgClosing-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\21.jpgCrop-40x40.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\21.jpgDilation-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\21.jpgErosion-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\21.jpgGaussianBlur-0.25.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\21.jpgGaussianBlur-0.5.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\21.jpgMedianBlur-3.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\21.jpgMultiply-1.251.251.25.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\21.jpgMultiply-1.2511.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\21.jpgMultiply-1.51.51.5.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\21.jpgOpening-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\21.jpgOpening-3.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\21.jpgRotation-0.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\21.jpgRotation-15.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\21.jpgRotation-180.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\21.jpgRotation-20.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\21.jpgRotation-25.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\21.jpgRotation-45.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\21.jpgRotation-5.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\21.jpgRotation-50.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\21.jpgRotation-90.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\22.jpgAverageingBlur-4.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\22.jpgClosing-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\22.jpgCrop-40x40.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\22.jpgDilation-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\22.jpgErosion-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\22.jpgGaussianBlur-0.25.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\22.jpgGaussianBlur-0.5.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\22.jpgMedianBlur-3.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\22.jpgMultiply-1.251.251.25.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\22.jpgMultiply-1.2511.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\22.jpgMultiply-1.51.51.5.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\22.jpgOpening-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\22.jpgOpening-3.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\22.jpgRotation-0.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\22.jpgRotation-15.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\22.jpgRotation-180.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\22.jpgRotation-20.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\22.jpgRotation-25.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\22.jpgRotation-45.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\22.jpgRotation-5.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\22.jpgRotation-50.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\22.jpgRotation-90.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\23.jpgAverageingBlur-4.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\23.jpgClosing-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\23.jpgCrop-40x40.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\23.jpgDilation-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\23.jpgErosion-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\23.jpgGaussianBlur-0.25.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\23.jpgGaussianBlur-0.5.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\23.jpgMedianBlur-3.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\23.jpgMultiply-1.251.251.25.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\23.jpgMultiply-1.2511.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\23.jpgMultiply-1.51.51.5.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\23.jpgOpening-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\23.jpgOpening-3.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\23.jpgRotation-0.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\23.jpgRotation-15.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\23.jpgRotation-180.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\23.jpgRotation-20.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\23.jpgRotation-25.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\23.jpgRotation-45.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\23.jpgRotation-5.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\23.jpgRotation-50.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\23.jpgRotation-90.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\24.jpgAverageingBlur-4.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\24.jpgClosing-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\24.jpgCrop-40x40.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\24.jpgDilation-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\24.jpgErosion-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\24.jpgGaussianBlur-0.25.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\24.jpgGaussianBlur-0.5.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\24.jpgMedianBlur-3.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\24.jpgMultiply-1.251.251.25.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\24.jpgMultiply-1.2511.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\24.jpgMultiply-1.51.51.5.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\24.jpgOpening-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\24.jpgOpening-3.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\24.jpgRotation-0.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\24.jpgRotation-15.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\24.jpgRotation-180.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\24.jpgRotation-20.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\24.jpgRotation-25.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\24.jpgRotation-45.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\24.jpgRotation-5.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\24.jpgRotation-50.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\24.jpgRotation-90.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\25.jpgAverageingBlur-4.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\25.jpgClosing-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\25.jpgCrop-40x40.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\25.jpgDilation-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\25.jpgErosion-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\25.jpgGaussianBlur-0.25.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\25.jpgGaussianBlur-0.5.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\25.jpgMedianBlur-3.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\25.jpgMultiply-1.251.251.25.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\25.jpgMultiply-1.2511.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\25.jpgMultiply-1.51.51.5.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\25.jpgOpening-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\25.jpgOpening-3.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\25.jpgRotation-0.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\25.jpgRotation-15.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\25.jpgRotation-180.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\25.jpgRotation-20.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\25.jpgRotation-25.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\25.jpgRotation-45.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\25.jpgRotation-5.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\25.jpgRotation-50.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\25.jpgRotation-90.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\26.jpgAverageingBlur-4.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\26.jpgClosing-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\26.jpgCrop-40x40.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\26.jpgDilation-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\26.jpgErosion-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\26.jpgGaussianBlur-0.25.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\26.jpgGaussianBlur-0.5.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\26.jpgMedianBlur-3.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\26.jpgMultiply-1.251.251.25.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\26.jpgMultiply-1.2511.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\26.jpgMultiply-1.51.51.5.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\26.jpgOpening-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\26.jpgOpening-3.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\26.jpgRotation-0.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\26.jpgRotation-15.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\26.jpgRotation-180.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\26.jpgRotation-20.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\26.jpgRotation-25.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\26.jpgRotation-45.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\26.jpgRotation-5.jpg;3
